0.47,Nomura
0.5,diego
0.45,diego
0.32,diego
0.4,diego
0.35,diego
0.49,diego
0.46,diego
0.53,diego
0.4,diego
0.51,diego
0.46,diego
0.48,juan
0.52,juan
0.51,Nomura
0.46,maeda
0.45,maeda
0.47,maeda
0.45,maeda
0.54,diego
0.59,diego
0.56,Nomura
0.52,diego
0.46,diego
0.44,diego
0.4,diego
0.41,diego
0.39,diego
0.41,diego
0.51,diego
0.47,diego
0.44,diego
0.5,diego
0.45,diego
0.52,diego
0.46,diego
0.39,diego
0.47,Nomura
0.5,Nomura
0.48,diego
0.42,diego
0.59,diego
0.51,diego
0.53,diego
0.46,diego
0.43,diego
0.44,diego
0.43,Nomura
0.49,Nomura
0.4,diego
0.47,diego
0.5,diego
0.53,diego
0.55,diego
0.51,diego
0.51,diego
0.58,diego
0.51,diego
0.47,diego
0.46,diego
0.45,diego
0.42,diego
0.49,diego
0.46,diego
0.56,diego
0.51,diego
0.39,diego
0.42,diego
0.43,diego
0.45,diego
0.43,Nomura
0.44,diego
0.55,diego
0.45,diego
0.36,diego
0.4,diego
0.47,diego
0.35,diego
0.57,diego
0.5,juan
0.52,diego
0.41,diego
0.41,diego
0.48,diego
0.49,diego
0.56,diego
0.48,diego
0.45,diego
0.44,diego
0.35,diego
0.39,diego
0.44,juan
0.47,diego
0.4,diego
0.38,diego
0.43,diego
0.44,Nomura
0.5,diego
0.47,diego
0.39,diego
0.51,diego
0.5,diego
0.52,Nomura
0.5,diego
0.47,Nomura
0.52,diego
0.49,diego
0.48,diego
0.5,Nomura
0.46,juan
0.45,juan
0.47,juan
0.49,juan
0.46,Nomura
0.45,juan
0.48,maeda
0.5,Nomura
0.51,diego
0.5,Nomura
0.53,diego
0.5,Nomura
0.47,Nomura
0.52,diego
0.45,diego
0.5,diego
0.47,Nomura
0.48,diego
0.53,diego
0.48,Nomura
0.49,Nomura
0.5,diego
0.5,diego
0.48,Nomura
0.55,Nomura
0.54,diego
0.54,Nomura
0.56,juan
0.52,Nomura
0.5,juan
0.49,diego
0.58,diego
0.5,diego
0.48,diego
0.55,Nomura
0.45,diego
0.51,diego
0.42,diego
0.44,diego
0.49,diego
0.46,diego
0.46,diego
0.49,diego
0.49,Nomura
0.51,diego
0.42,diego
0.52,diego
0.51,diego
0.51,Nomura
0.51,diego
0.49,diego
