0.54,juan
0.46,juan
0.44,juan
0.44,juan
0.43,juan
0.43,juan
0.47,juan
0.44,juan
0.46,juan
0.51,juan
0.4,juan
0.46,juan
0.44,juan
0.43,juan
0.47,juan
0.45,juan
0.44,juan
0.46,juan
0.48,diego
0.46,juan
0.48,juan
0.49,juan
0.5,juan
0.44,juan
0.43,juan
0.48,juan
0.45,juan
0.45,juan
0.44,juan
0.53,juan
0.48,juan
0.48,juan
0.5,juan
0.51,diego
0.49,juan
0.47,juan
0.48,diego
0.45,juan
0.46,juan
0.5,juan
0.47,juan
0.43,juan
0.42,juan
0.48,juan
0.46,juan
0.48,juan
0.44,diego
0.48,diego
0.43,diego
0.44,diego
0.53,diego
0.51,diego
0.44,diego
0.46,diego
0.43,juan
0.45,juan
0.49,juan
0.46,juan
0.48,juan
0.46,juan
0.43,juan
0.45,juan
0.47,juan
0.43,juan
0.48,juan
0.43,juan
0.43,juan
0.41,juan
0.43,juan
0.44,juan
0.43,juan
0.44,juan
0.43,juan
0.43,juan
0.45,juan
0.46,juan
0.46,juan
0.45,juan
0.46,juan
0.45,juan
0.49,diego
0.53,juan
0.52,juan
0.51,juan
0.52,juan
0.46,juan
0.55,juan
0.54,juan
0.49,juan
0.49,juan
0.5,juan
0.47,juan
0.47,juan
0.47,juan
0.54,juan
0.47,juan
0.45,juan
0.43,juan
0.45,juan
0.47,juan
0.53,juan
0.48,juan
0.51,juan
0.47,juan
0.46,juan
0.45,juan
0.44,juan
0.43,juan
0.48,juan
0.48,juan
0.52,juan
0.45,juan
0.4,juan
0.42,juan
0.42,juan
0.44,juan
0.48,diego
0.47,diego
0.48,diego
0.48,juan
0.41,juan
0.37,juan
0.45,juan
0.35,juan
0.38,juan
0.37,juan
0.37,juan
0.43,juan
0.37,juan
0.33,juan
0.44,juan
0.42,juan
0.4,juan
0.44,juan
0.38,juan
0.43,juan
0.43,juan
0.4,Nomura
0.54,diego
0.39,juan
0.38,juan
0.36,juan
0.39,juan
0.4,juan
0.38,juan
0.41,juan
0.41,juan
0.43,juan
0.49,juan
0.43,juan
0.34,juan
0.4,juan
0.44,juan
0.51,juan
0.47,Nomura
0.47,juan
0.48,Nomura
0.4,juan
0.53,juan
0.43,juan
0.36,juan
0.35,juan
0.38,juan
0.42,juan
0.45,juan
0.42,juan
0.41,juan
0.54,juan
0.47,juan
0.36,juan
